id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type
PG616,"Prayers Written At Vailima, and A Lowden Sabbath Morn","Stevenson, Robert Louis",1850,1894,['en'],18,"{'Prayers', 'Stevenson, Robert Louis, 1850-1894 -- Travel -- Samoan Islands', 'Sabbath -- Poetry'}",Text
PG617,Poems,"Seeger, Alan",1888,1916,['en'],20,"{'World War, 1914-1918 -- Poetry', 'American poetry'}",Text
PG618,Codex Junius 11,Unknown,,,['en'],67,"{'English poetry -- Old English, ca. 450-1100', 'Bible -- History of Biblical events -- Poetry'}",Text
PG619,The Warden,"Trollope, Anthony",1815,1882,['en'],262,"{'Satire', 'Barsetshire (England: Imaginary place) -- Fiction', 'Domestic fiction', 'Almshouses -- Fiction', 'Clergy -- Fiction'}",Text
PG620,Sylvie and Bruno,"Carroll, Lewis",1832,1898,['en'],135,{'Fantasy fiction'},Text
PG621,The Varieties of Religious Experience: A Study in Human Nature,"James, William",1842,1910,['en'],991,"{'Religion', 'Experience (Religion)', 'Conversion', 'Philosophy and religion', 'Psychology, Religious'}",Text
PG622,The Letters of Robert Louis Stevenson — Volume 1,"Stevenson, Robert Louis",1850,1894,['en'],25,"{'Stevenson, Robert Louis, 1850-1894 -- Correspondence', 'Authors, Scottish -- 19th century -- Correspondence'}",Text
PG623,"The Battle of the Books, and other Short Pieces","Swift, Jonathan",1667,1745,['en'],343,"{'English essays', 'Satire, English', 'Ancients and moderns, Quarrel of'}",Text
PG624,"Looking Backward, 2000 to 1887","Bellamy, Edward",1850,1898,['en'],331,"{'Social problems -- Fiction', 'Science fiction', 'Utopias -- Fiction', 'Utopian fiction', 'Two thousand, A.D. -- Fiction', 'Boston (Mass.) -- Fiction', 'Time travel -- Fiction'}",Text
PG625,Ponkapog Papers,"Aldrich, Thomas Bailey",1836,1907,['en'],26,{'Essays'},Text
PG626,The Love of Books: The Philobiblon of Richard de Bury,"Bury, Richard de",1287,1345,['en'],49,"{'Manuscripts, Medieval -- Collectors and collecting', 'Book collecting'}",Text
PG627,Essays of Travel,"Stevenson, Robert Louis",1850,1894,['en'],60,"{'Stevenson, Robert Louis, 1850-1894 -- Travel', 'Essays'}",Text
PG628,The Square Root of 3,"Nemiroff, Robert J.",,,['en'],21,"{'Square root', 'Mathematics'}",Dataset
PG629,The Square Root of 5,"Nemiroff, Robert J.",,,['en'],14,"{'Square root', 'Mathematics'}",Dataset
PG630,The Square Root of 6,"Nemiroff, Robert J.",,,['en'],9,"{'Square root', 'Mathematics'}",Dataset
PG631,The Square Root of 7,"Nemiroff, Robert J.",,,['en'],10,"{'Square root', 'Mathematics'}",Dataset
PG632,The Square Root of 8,"Nemiroff, Robert J.",,,['en'],7,{'Mathematics'},Dataset
PG633,"The Golden Mean or Ratio[(1+sqrt(5))/2]: To 20,000 places",,,,['en'],18,"{'Golden section', 'Mathematical constants', 'Mathematics'}",Text
PG634,Miscellaneous Mathematical Constants,,,,['en'],47,{'Mathematical constants'},Text
PG635,The Square Root of 10,"Bonnell, Jerry T.",,,['en'],27,"{'Square root', 'Mathematics'}",Dataset
PG636,Memoirs of Extraordinary Popular Delusions — Volume 1,"Mackay, Charles",1814,1889,['en'],126,"{'Stock exchanges -- Psychological aspects', 'Alchemy', 'Social psychology', 'Investments -- Psychological aspects', 'Hallucinations and illusions', 'Swindlers and swindling', 'Impostors and imposture', 'Delusions', 'Common fallacies', 'Occultism -- Early works to 1900'}",Text
PG637,The Letters of Robert Louis Stevenson — Volume 2,"Stevenson, Robert Louis",1850,1894,['en'],19,"{'Stevenson, Robert Louis, 1850-1894 -- Correspondence', 'Authors, Scottish -- 19th century -- Correspondence'}",Text
PG638,An Outcast of the Islands,"Conrad, Joseph",1857,1924,['en'],131,"{'Clerks -- Fiction', 'Trading companies -- Fiction', 'Betrayal -- Fiction', 'Lingard, Tom (Fictitious character) -- Fiction', 'Europeans -- Southeast Asia -- Fiction', 'Psychological fiction', 'Southeast Asia -- Fiction'}",Text
PG639,"The God-Idea of the Ancients; Or, Sex in Religion","Gamble, Eliza Burt",,,['en'],130,"{'Sex -- Religious aspects', 'Women and religion', 'Religion'}",Text
PG640,The Yellow Fairy Book,"Lang, Andrew",1844,1912,['en'],201,"{'Folklore', 'Fairy tales'}",Text
PG641,The Violet Fairy Book,"Lang, Andrew",1844,1912,['en'],168,"{'Fairy tales', 'Folklore'}",Text
PG642,The Altar of the Dead,"James, Henry",1843,1916,['en'],77,"{'Death -- Fiction', 'Memory -- Fiction', 'Forgiveness -- Fiction'}",Text
PG643,The Death of the Lion,"James, Henry",1843,1916,['en'],40,"{'Authorship -- Fiction', 'Manners and customs -- Fiction', 'Authors -- Fiction'}",Text
PG644,The Haunted Man and the Ghost's Bargain,"Dickens, Charles",1812,1870,['en'],125,"{'Ghost stories', 'Christmas stories'}",Text
PG645,The Figure in the Carpet,"James, Henry",1843,1916,['en'],205,"{'Short stories, American', 'Interpersonal relations -- Fiction', 'Women novelists -- Fiction', 'Secrecy -- Fiction', 'Critics -- Fiction'}",Text
PG646,The Coral Island: A Tale of the Pacific Ocean,"Ballantyne, R. M. (Robert Michael)",1825,1894,['en'],220,"{'Shipwrecks -- Juvenile fiction', 'Pirates -- Juvenile fiction', 'Survival skills -- Juvenile fiction', 'Islands -- Juvenile fiction', 'Robinsonades', 'Camping -- Juvenile fiction', 'Oceania -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Outdoor life -- Juvenile fiction', 'Natural history -- Juvenile fiction', 'Shipwreck survival -- Juvenile fiction'}",Text
PG647,The Dynamiter,"Stevenson, Robert Louis",1850,1894,['en'],43,"{'Short stories', 'Fiction', 'Mystery fiction', 'Adventure stories'}",Text
PG648,"Wild Wales: Its People, Language and Scenery","Borrow, George",1803,1881,['en'],43,"{'Borrow, George, 1803-1881 -- Travel -- Wales', 'Wales -- Description and travel'}",Text
PG649,"Ancient Poems, Ballads, and Songs of the Peasantry of England",,,,['en'],23,"{'Ballads, English -- England -- Texts', 'Songs, English -- England -- Texts'}",Text
PG650,Pictures from Italy,"Dickens, Charles",1812,1870,['en'],84,"{'Italy -- Description and travel', 'Novelists, English -- 19th century -- Biography', 'Dickens, Charles, 1812-1870 -- Travel -- Italy'}",Text
PG651,Phantasmagoria and Other Poems,"Carroll, Lewis",1832,1898,['en'],218,"{'English poetry -- 19th century', 'Fantasy poetry, English', 'Ghosts -- Poetry'}",Text
PG652,"Rasselas, Prince of Abyssinia","Johnson, Samuel",1709,1784,['en'],259,"{'Satire', 'Princes -- Fiction', 'Happiness -- Fiction', 'Ethiopia -- Fiction'}",Text
PG653,The Chimes: A Goblin Story of Some Bells That Rang an Old Year out and a New Year In,"Dickens, Charles",1812,1870,['en'],97,"{'Holidays -- Fiction', 'Christmas stories'}",Text
PG654,Grace Abounding to the Chief of Sinners,"Bunyan, John",1628,1688,['en'],338,"{'Puritans -- England -- Biography', 'Christian biography -- England', 'Authors, English -- Early modern, 1500-1700 -- Biography', 'Bunyan, John, 1628-1688'}",Text
PG655,Life and Letters of Robert Browning,"Browning, Robert",1812,1889,['en'],26,"{'Poets, English -- 19th century -- Biography', 'Browning, Robert, 1812-1889'}",Text
PG656,Life of Robert Browning,"Sharp, William",1855,1905,['en'],7,"{'Poets, English -- 19th century -- Biography', 'Browning, Robert, 1812-1889'}",Text
PG657,The Anglo-Saxon Chronicle,,,,['en'],563,"{'Anglo-Saxons -- Early works to 1800', 'Great Britain -- History -- Anglo-Saxon period, 449-1066 -- Sources'}",Text
PG658,The Fall of Troy,"Quintus, Smyrnaeus, active 4th century",,,['en'],53,"{'Epic poetry, Greek -- Translations into English', 'Trojan War -- Poetry', 'Troy (Extinct city) -- Poetry'}",Text
PG659,"Paul the Peddler; Or, The Fortunes of a Young Street Merchant","Alger, Horatio, Jr.",1832,1899,['en'],43,"{'Conduct of life -- Juvenile fiction', 'Business enterprises -- Juvenile fiction', 'New York (N.Y.) -- History -- 19th century -- Juvenile fiction'}",Text
PG660,The Gutenberg Webster's Unabridged Dictionary: Section A and B,Project Gutenberg,,,['en'],90,{'English language -- Dictionaries'},Text
PG661,The Gutenberg Webster's Unabridged Dictionary: Section C,"Webster, Noah",1758,1843,['en'],45,{'English language -- Dictionaries'},Text
PG662,The Gutenberg Webster's Unabridged Dictionary: Section D and E,Project Gutenberg,,,['en'],52,{'English language -- Dictionaries'},Text
PG663,"The Gutenberg Webster's Unabridged Dictionary: Section F, G and H","Webster, Noah",1758,1843,['en'],59,{'English language -- Dictionaries'},Text
PG664,"The Gutenberg Webster's Unabridged Dictionary: Section I, J, K, and L",Project Gutenberg,,,['en'],32,{'English language -- Dictionaries'},Text
PG665,"The Gutenberg Webster's Unabridged Dictionary: Section M, N, and O",Project Gutenberg,,,['en'],49,{'English language -- Dictionaries'},Text
PG666,The Gutenberg Webster's Unabridged Dictionary: Section P and Q,Project Gutenberg,,,['en'],70,{'English language -- Dictionaries'},Text
PG667,The Gutenberg Webster's Unabridged Dictionary: Section R,"Webster, Noah",1758,1843,['en'],91,{'English language -- Dictionaries'},Text
PG668,The Gutenberg Webster's Unabridged Dictionary: Section S,Project Gutenberg,,,['en'],41,{'English language -- Dictionaries'},Text
PG669,"The Gutenberg Webster's Unabridged Dictionary: Section T, U, V, and W",Project Gutenberg,,,['en'],49,{'English language -- Dictionaries'},Text
PG670,"The Gutenberg Webster's Unabridged Dictionary: Section X, Y, and Z","Webster, Noah",1758,1843,['en'],123,{'English language -- Dictionaries'},Text
PG671,"Phil, the Fiddler","Alger, Horatio, Jr.",1832,1899,['en'],40,"{'Child abuse -- Juvenile fiction', 'Runaways -- Juvenile fiction', 'New York (N.Y.) -- History -- 1865-1898 -- Juvenile fiction', 'Violinists -- Juvenile fiction'}",Text
PG672,The Secret Guide to Computers,"Walter, Russ",1947,,['en'],30,{'Microcomputers'},Text
PG673,The Gutenberg Webster's Unabridged Dictionary,Project Gutenberg,,,['en'],163,{'English language -- Dictionaries'},Text
PG674,Plutarch: Lives of the noble Grecians and Romans,Plutarch,46,119,['en'],585,"{'Greece -- Biography -- Early works to 1800', 'Rome -- Biography -- Early works to 1800'}",Text
PG675,American Notes,"Dickens, Charles",1812,1870,['en'],362,"{'Dickens, Charles, 1812-1870 -- Travel -- United States', 'United States -- Social life and customs -- 1783-1865', 'United States -- Description and travel'}",Text
PG676,The Battle of Life,"Dickens, Charles",1812,1870,['en'],63,"{'England -- Social life and customs -- 19th century -- Fiction', 'Christmas stories, English'}",Text
PG677,"The Heroes; Or, Greek Fairy Tales for My Children","Kingsley, Charles",1819,1875,['en'],249,"{'Mythology, Greek -- Juvenile literature'}",Text
PG678,The Cricket on the Hearth: A Fairy Tale of Home,"Dickens, Charles",1812,1870,['en'],75,"{'England -- Social life and customs -- 19th century -- Fiction', 'Holidays -- Fiction', 'Christmas stories, English'}",Text
PG679,Poems,"Harper, Frances Ellen Watkins",1825,1911,['en'],9,{'Poetry'},Text
PG680,The Golden Threshold,"Naidu, Sarojini",1879,1949,['en'],54,{'Indic poetry (English)'},Text
PG681,Creatures That Once Were Men,"Gorky, Maksim",1868,1936,['en'],24,{'Fiction'},Text
PG682,Catalan's Constant [Ramanujan's Formula],"Fee, Greg",,,['en'],27,{'Mathematical constants'},Text
PG683,The Compleat Angler,"Walton, Izaak",1593,1683,['en'],128,{'Fishing -- Early works to 1800'},Text
PG684,Worldwide Effects of Nuclear War: Some Perspectives,United States. Arms Control and Disarmament Agency,,,['en'],21,"{'Radioactive fallout', 'Nuclear warfare -- Environmental aspects'}",Text
PG685,The Atomic Bombings of Hiroshima and Nagasaki,United States. Army. Corps of Engineers. Manhattan District,,,['en'],1731,"{'Atomic bomb -- Blast effect', 'Hiroshima-shi (Japan) -- History -- Bombardment, 1945', 'Atomic bomb -- Physiological effect', 'Nagasaki-shi (Japan) -- History -- Bombardment, 1945'}",Text
PG686,"The Treaty of the European Union, Maastricht Treaty, 7th February, 1992",European Union,,,['en'],9,"{'European federation', 'European Union', 'Europe -- Economic integration'}",Text
PG687,A Personal Record,"Conrad, Joseph",1857,1924,['en'],92,"{'Conrad, Joseph, 1857-1924', 'Novelists, English -- 20th century -- Biography'}",Text
PG688,"The Goodness of St. Rocque, and Other Stories","Dunbar-Nelson, Alice Moore",1875,1935,['en'],39,"{'New Orleans (La.) -- Fiction', 'Short stories', 'United States -- Social life and customs -- 19th century -- Fiction', 'African Americans -- Fiction', 'City and town life -- Fiction'}",Text
PG689,The Kreutzer Sonata and Other Stories,"Tolstoy, Leo, graf",1828,1910,['en'],528,"{'Short stories', 'Tolstoy, Leo, graf, 1828-1910 -- Translations into English', 'Murder -- Fiction', 'Russia -- Social life and customs -- Fiction', 'Jealousy -- Fiction'}",Text
PG690,Proposed Roads to Freedom,"Russell, Bertrand",1872,1970,['en'],204,"{'Anarchism', 'Syndicalism', 'Socialism', 'Guild socialism'}",Text
PG691,The Complete Works of James Whitcomb Riley — Volume 1,"Riley, James Whitcomb",1849,1916,['en'],12,{'American poetry'},Text
PG692,The Complete Works of James Whitcomb Riley — Volume 10,"Riley, James Whitcomb",1849,1916,['en'],7,"{'American poetry', 'American essays', 'Short stories, American'}",Text
PG693,"The Autobiography of a Quack, and The Case of George Dedlow","Mitchell, S. Weir (Silas Weir)",1829,1914,['en'],12,"{'Social problems -- Fiction', 'Didactic fiction', 'Political fiction'}",Text
PG694,Stories from Everybody's Magazine,Various,,,['en'],22,"{'Short stories', 'Fiction'}",Text
PG695,"Glaucus; Or, The Wonders of the Shore","Kingsley, Charles",1819,1875,['en'],20,"{'Seashore biology -- Juvenile literature', 'Natural history -- Juvenile literature'}",Text
PG696,The Castle of Otranto,"Walpole, Horace",1717,1797,['en'],919,"{'Inheritance and succession -- Fiction', 'Horror tales', 'Gothic fiction (Literary genre)'}",Text
PG697,The Light Princess,"MacDonald, George",1824,1905,['en'],230,"{'Fairy tales', ""Children's stories, English"", 'Fairy tales -- Great Britain'}",Text
PG698,Memoir of Fleeming Jenkin,"Stevenson, Robert Louis",1850,1894,['en'],12,"{'Biography', 'Jenkin, Fleeming, 1833-1885'}",Text
PG699,A Child's History of England,"Dickens, Charles",1812,1870,['en'],287,{'Great Britain -- History -- Juvenile literature'},Text
PG700,The Old Curiosity Shop,"Dickens, Charles",1812,1870,['en'],812,"{'Domestic fiction', 'Grandparent and child -- Fiction', 'Gamblers -- Fiction', 'England -- Fiction', 'Didactic fiction', 'Girls -- Fiction', 'Grandfathers -- Fiction', 'Antique dealers -- Fiction'}",Text
PG701,The King of the Golden River,"Ruskin, John",1819,1900,['en'],84,"{'Conduct of life -- Juvenile fiction', 'Fairy tales', 'Short stories', 'Didactic fiction'}",Text
PG702,Somebody's Little Girl,"Young, Martha",1868,,['en'],16,"{'Girls -- Juvenile fiction', 'Orphanages -- Juvenile fiction'}",Text
PG703,Lucasta,"Lovelace, Richard",1618,1658,['en'],23,"{'English poetry -- Early modern, 1500-1700'}",Text
PG704,The Mansion,"Van Dyke, Henry",1852,1933,['en'],7,"{'Short stories', 'Christian life -- Fiction', 'Conduct of life -- Fiction', 'Christian fiction', 'Future life -- Fiction', 'Immortality -- Fiction', 'Christmas stories'}",Text
PG705,The Roadmender,"Fairless, Michael",1869,1901,['en'],9,"{'Short stories', 'Fiction'}",Text
PG706,The Amateur Cracksman,"Hornung, E. W. (Ernest William)",1866,1921,['en'],237,"{'Criminals -- Fiction', 'Detective and mystery stories, English', 'England -- Fiction', 'Raffles (Fictitious character) -- Fiction'}",Text
PG707,Raffles: Further Adventures of the Amateur Cracksman,"Hornung, E. W. (Ernest William)",1866,1921,['en'],104,"{'Raffles (Fictitious character) -- Fiction', 'Criminals -- England -- Fiction', 'Mystery fiction'}",Text
PG708,The Princess and the Goblin,"MacDonald, George",1824,1905,['en'],449,"{'Fantasy literature', 'Goblins -- Juvenile fiction', 'Fairy tales', ""Children's stories"", 'Princesses -- Juvenile fiction'}",Text
PG709,The Princess and Curdie,"MacDonald, George",1824,1905,['en'],144,"{""Children's stories"", 'Fairy tales', 'Fantasy literature'}",Text
PG710,"Love of Life, and Other Stories","London, Jack",1876,1916,['en'],217,"{'Short stories', 'Fiction', 'Adventure stories, American', 'Western stories'}",Text
PG711,Allan Quatermain,"Haggard, H. Rider (Henry Rider)",1856,1925,['en'],252,"{'Quatermain, Allan (Fictitious character) -- Fiction', 'Adventure stories', 'Hunting guides -- Fiction', 'Africa -- Fiction'}",Text
PG712,"Thomas Jefferson, a Character Sketch","Ellis, Edward Sylvester",1840,1916,['en'],20,"{'Jefferson, Thomas, 1743-1826', 'Presidents -- United States -- Biography'}",Text
PG713,Memoirs of Extraordinary Popular Delusions — Volume 2,"Mackay, Charles",1814,1889,['en'],50,"{'Stock exchanges -- Psychological aspects', 'Alchemy', 'Social psychology', 'Investments -- Psychological aspects', 'Hallucinations and illusions', 'Swindlers and swindling', 'Impostors and imposture', 'Delusions', 'Common fallacies', 'Occultism -- Early works to 1900'}",Text
PG714,The Bobbsey Twins in the Country,"Hope, Laura Lee",,,['en'],42,"{'Brothers and sisters -- Juvenile fiction', 'Country life -- Juvenile fiction', 'Twins -- Juvenile fiction', 'Bobbsey Twins (Fictitious characters) -- Juvenile fiction'}",Text
PG715,The Moon Endureth: Tales and Fancies,"Buchan, John",1875,1940,['en'],68,"{'Short stories', 'Poetry', 'Fantasy fiction', 'Science fiction'}",Text
PG716,The Cruise of the Jasper B.,"Marquis, Don",1878,1937,['en'],11,"{'Cruise ships -- Fiction', 'Adventure stories'}",Text
PG717,Chita: A Memory of Last Island,"Hearn, Lafcadio",1850,1904,['en'],24,"{'Louisiana -- Fiction', 'Physicians -- Fiction', 'Hurricanes -- Fiction', 'Islands -- Fiction', 'Fathers and daughters -- Fiction', 'Yellow fever -- Fiction', 'Missing children -- Fiction', 'Historical fiction'}",Text
PG718,Tono-Bungay,"Wells, H. G. (Herbert George)",1866,1946,['en'],168,"{'Satire', 'Patent medicines -- Marketing -- Fiction', 'Science fiction', 'Pharmaceutical industry -- Fiction', 'England -- Fiction'}",Text
PG719,The Plays of W. E. Henley and R. L. Stevenson,"Henley, William Ernest",1849,1903,['en'],16,{'Drama'},Text
PG720,Almayer's Folly: A Story of an Eastern River,"Conrad, Joseph",1857,1924,['en'],130,"{'Trading companies -- Fiction', 'Didactic fiction', 'Borneo -- Fiction', 'Psychological fiction', 'Lingard, Tom (Fictitious character) -- Fiction', 'Imperialism -- Fiction', 'Dutch -- Borneo -- Fiction'}",Text
